MeetingStartDt,MeetingEndDt,FirstNm,MiddleNm,LastNm,Title,Status,Affiliation
20010418,20010418,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20010515,20010515,Jerry,L.,Jordan,President,Alternate Member,Cleveland Reserve Bank
20010515,20010515,Robert,D.,"McTeer, Jr.",President,Alternate Member,Dallas Reserve Bank
20010515,20010515,Anthony,M.,Santomero,President,Alternate Member,Philadelphia Reserve Bank
20010515,20010515,Gary,H.,Stern,President,Alternate Member,Minneapolis Reserve Bank
20010515,20010515,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20010515,20010515,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20010515,20010515,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20010515,20010515,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20010515,20010515,Thomas,M.,Hoenig,President,Member,Kansas City Reserve Bank
20010515,20010515,Edward,W.,"Kelley, Jr.",Governor,Member,Office of Board Members
20010515,20010515,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20010515,20010515,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20010515,20010515,Cathy,E.,Minehan,President,Member,Boston Reserve Bank
20010515,20010515,Michael,H.,Moskow,President,Member,Chicago Reserve Bank
20010515,20010515,William,$$,Poole,President,Member,St. Louis Reserve Bank
20010515,20010515,J.,Alfred,"Broaddus, Jr.",President,Non-Voting President,Richmond Reserve Bank
20010515,20010515,Jack,$$,Guynn,President,Non-Voting President,Atlanta Reserve Bank
20010515,20010515,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20010626,20010627,Jerry,L.,Jordan,President,Alternate Member,Cleveland Reserve Bank
20010626,20010627,Robert,D.,"McTeer, Jr.",President,Alternate Member,Dallas Reserve Bank
20010626,20010627,Anthony,M.,Santomero,President,Alternate Member,Philadelphia Reserve Bank
20010626,20010627,Gary,H.,Stern,President,Alternate Member,Minneapolis Reserve Bank
20010626,20010627,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20010626,20010627,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20010626,20010627,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20010626,20010627,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20010626,20010627,Thomas,M.,Hoenig,President,Member,Kansas City Reserve Bank
20010626,20010627,Edward,W.,"Kelley, Jr.",Governor,Member,Office of Board Members
20010626,20010627,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20010626,20010627,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20010626,20010627,Cathy,E.,Minehan,President,Member,Boston Reserve Bank
20010626,20010627,Michael,H.,Moskow,President,Member,Chicago Reserve Bank
20010626,20010627,William,$$,Poole,President,Member,St. Louis Reserve Bank
20010626,20010627,J.,Alfred,"Broaddus, Jr.",President,Non-Voting President,Richmond Reserve Bank
20010626,20010627,Jack,$$,Guynn,President,Non-Voting President,Atlanta Reserve Bank
20010626,20010627,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20010821,20010821,Jerry,L.,Jordan,President,Alternate Member,Cleveland Reserve Bank
20010821,20010821,Robert,D.,"McTeer, Jr.",President,Alternate Member,Dallas Reserve Bank
20010821,20010821,Anthony,M.,Santomero,President,Alternate Member,Philadelphia Reserve Bank
20010821,20010821,Gary,H.,Stern,President,Alternate Member,Minneapolis Reserve Bank
20010821,20010821,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20010821,20010821,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20010821,20010821,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20010821,20010821,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20010821,20010821,Thomas,M.,Hoenig,President,Member,Kansas City Reserve Bank
20010821,20010821,Edward,W.,"Kelley, Jr.",Governor,Member,Office of Board Members
20010821,20010821,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20010821,20010821,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20010821,20010821,Cathy,E.,Minehan,President,Member,Boston Reserve Bank
20010821,20010821,Michael,H.,Moskow,President,Member,Chicago Reserve Bank
20010821,20010821,William,$$,Poole,President,Member,St. Louis Reserve Bank
20010821,20010821,J.,Alfred,"Broaddus, Jr.",President,Non-Voting President,Richmond Reserve Bank
20010821,20010821,Jack,$$,Guynn,President,Non-Voting President,Atlanta Reserve Bank
20010821,20010821,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20010913,20010913,Jerry,L.,Jordan,President,Alternate Member,Cleveland Reserve Bank
20010913,20010913,Robert,D.,"McTeer, Jr.",President,Alternate Member,Dallas Reserve Bank
20010913,20010913,Anthony,M.,Santomero,President,Alternate Member,Philadelphia Reserve Bank
20010913,20010913,Gary,H.,Stern,President,Alternate Member,Minneapolis Reserve Bank
20010913,20010913,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20010913,20010913,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20010913,20010913,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20010913,20010913,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20010913,20010913,Thomas,M.,Hoenig,President,Member,Kansas City Reserve Bank
20010913,20010913,Edward,W.,"Kelley, Jr.",Governor,Member,Office of Board Members
20010913,20010913,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20010913,20010913,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20010913,20010913,Cathy,E.,Minehan,President,Member,Boston Reserve Bank
20010913,20010913,Michael,H.,Moskow,President,Member,Chicago Reserve Bank
20010913,20010913,William,$$,Poole,President,Member,St. Louis Reserve Bank
20010913,20010913,J.,Alfred,"Broaddus, Jr.",President,Non-Voting President,Richmond Reserve Bank
20010913,20010913,Jack,$$,Guynn,President,Non-Voting President,Atlanta Reserve Bank
20010913,20010913,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20010917,20010917,Jerry,L.,Jordan,President,Alternate Member,Cleveland Reserve Bank
20010917,20010917,Robert,D.,"McTeer, Jr.",President,Alternate Member,Dallas Reserve Bank
20010917,20010917,Anthony,M.,Santomero,President,Alternate Member,Philadelphia Reserve Bank
20010917,20010917,Gary,H.,Stern,President,Alternate Member,Minneapolis Reserve Bank
20010917,20010917,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20010917,20010917,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20010917,20010917,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20010917,20010917,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20010917,20010917,Thomas,M.,Hoenig,President,Member,Kansas City Reserve Bank
20010917,20010917,Edward,W.,"Kelley, Jr.",Governor,Member,Office of Board Members
20010917,20010917,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20010917,20010917,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20010917,20010917,Cathy,E.,Minehan,President,Member,Boston Reserve Bank
20010917,20010917,Michael,H.,Moskow,President,Member,Chicago Reserve Bank
20010917,20010917,William,$$,Poole,President,Member,St. Louis Reserve Bank
20010917,20010917,J.,Alfred,"Broaddus, Jr.",President,Non-Voting President,Richmond Reserve Bank
20010917,20010917,Jack,$$,Guynn,President,Non-Voting President,Atlanta Reserve Bank
20010917,20010917,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20011002,20011002,Jerry,L.,Jordan,President,Alternate Member,Cleveland Reserve Bank
20011002,20011002,Robert,D.,"McTeer, Jr.",President,Alternate Member,Dallas Reserve Bank
20011002,20011002,Anthony,M.,Santomero,President,Alternate Member,Philadelphia Reserve Bank
20011002,20011002,Gary,H.,Stern,President,Alternate Member,Minneapolis Reserve Bank
20011002,20011002,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20011002,20011002,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20011002,20011002,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20011002,20011002,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20011002,20011002,Thomas,M.,Hoenig,President,Member,Kansas City Reserve Bank
20011002,20011002,Edward,W.,"Kelley, Jr.",Governor,Member,Office of Board Members
20011002,20011002,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20011002,20011002,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20011002,20011002,Cathy,E.,Minehan,President,Member,Boston Reserve Bank
20011002,20011002,Michael,H.,Moskow,President,Member,Chicago Reserve Bank
20011002,20011002,William,$$,Poole,President,Member,St. Louis Reserve Bank
20011002,20011002,J.,Alfred,"Broaddus, Jr.",President,Non-Voting President,Richmond Reserve Bank
20011002,20011002,Jack,$$,Guynn,President,Non-Voting President,Atlanta Reserve Bank
20011002,20011002,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20011106,20011106,Jerry,L.,Jordan,President,Alternate Member,Cleveland Reserve Bank
20011106,20011106,Robert,D.,"McTeer, Jr.",President,Alternate Member,Dallas Reserve Bank
20011106,20011106,Anthony,M.,Santomero,President,Alternate Member,Philadelphia Reserve Bank
20011106,20011106,Gary,H.,Stern,President,Alternate Member,Minneapolis Reserve Bank
20011106,20011106,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20011106,20011106,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20011106,20011106,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20011106,20011106,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20011106,20011106,Thomas,M.,Hoenig,President,Member,Kansas City Reserve Bank
20011106,20011106,Edward,W.,"Kelley, Jr.",Governor,Member,Office of Board Members
20011106,20011106,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20011106,20011106,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20011106,20011106,Cathy,E.,Minehan,President,Member,Boston Reserve Bank
20011106,20011106,Michael,H.,Moskow,President,Member,Chicago Reserve Bank
20011106,20011106,William,$$,Poole,President,Member,St. Louis Reserve Bank
20011106,20011106,J.,Alfred,"Broaddus, Jr.",President,Non-Voting President,Richmond Reserve Bank
20011106,20011106,Jack,$$,Guynn,President,Non-Voting President,Atlanta Reserve Bank
20011106,20011106,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20011211,20011211,Jerry,L.,Jordan,President,Alternate Member,Cleveland Reserve Bank
20011211,20011211,Robert,D.,"McTeer, Jr.",President,Alternate Member,Dallas Reserve Bank
20011211,20011211,Anthony,M.,Santomero,President,Alternate Member,Philadelphia Reserve Bank
20011211,20011211,Gary,H.,Stern,President,Alternate Member,Minneapolis Reserve Bank
20011211,20011211,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20011211,20011211,Susan,S.,Bies,Governor,Member,Office of Board Members
20011211,20011211,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20011211,20011211,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20011211,20011211,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20011211,20011211,Thomas,M.,Hoenig,President,Member,Kansas City Reserve Bank
20011211,20011211,Edward,W.,"Kelley, Jr.",Governor,Member,Office of Board Members
20011211,20011211,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20011211,20011211,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20011211,20011211,Cathy,E.,Minehan,President,Member,Boston Reserve Bank
20011211,20011211,Michael,H.,Moskow,President,Member,Chicago Reserve Bank
20011211,20011211,Mark,W.,Olson,Governor,Member,Office of Board Members
20011211,20011211,William,$$,Poole,President,Member,St. Louis Reserve Bank
20011211,20011211,J.,Alfred,"Broaddus, Jr.",President,Non-Voting President,Richmond Reserve Bank
20011211,20011211,Jack,$$,Guynn,President,Non-Voting President,Atlanta Reserve Bank
20011211,20011211,Robert,T.,Parry,President,Non-Voting President,San Francisco Reserve Bank
20020129,20020130,J.,Alfred,"Broaddus, Jr.",President,Alternate Member,Richmond Reserve Bank
20020129,20020130,Jack,$$,Guynn,President,Alternate Member,Atlanta Reserve Bank
20020129,20020130,Michael,H.,Moskow,President,Alternate Member,Chicago Reserve Bank
20020129,20020130,Robert,T.,Parry,President,Alternate Member,San Francisco Reserve Bank
20020129,20020130,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20020129,20020130,Susan,S.,Bies,Governor,Member,Office of Board Members
20020129,20020130,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20020129,20020130,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20020129,20020130,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20020129,20020130,Jerry,L.,Jordan,President,Member,Cleveland Reserve Bank
20020129,20020130,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20020129,20020130,Robert,D.,"McTeer, Jr.",President,Member,Dallas Reserve Bank
20020129,20020130,Laurence,H.,Meyer,Governor,Member,Office of Board Members
20020129,20020130,Mark,W.,Olson,Governor,Member,Office of Board Members
20020129,20020130,Anthony,M.,Santomero,President,Member,Philadelphia Reserve Bank
20020129,20020130,Gary,H.,Stern,President,Member,Minneapolis Reserve Bank
20020129,20020130,Thomas,M.,Hoenig,President,Non-Voting President,Kansas City Reserve Bank
20020129,20020130,Cathy,E.,Minehan,President,Non-Voting President,Boston Reserve Bank
20020129,20020130,William,$$,Poole,President,Non-Voting President,St. Louis Reserve Bank
20020319,20020319,J.,Alfred,"Broaddus, Jr.",President,Alternate Member,Richmond Reserve Bank
20020319,20020319,Jack,$$,Guynn,President,Alternate Member,Atlanta Reserve Bank
20020319,20020319,Michael,H.,Moskow,President,Alternate Member,Chicago Reserve Bank
20020319,20020319,Robert,T.,Parry,President,Alternate Member,San Francisco Reserve Bank
20020319,20020319,Jamie,B.,"Stewart, Jr.",First Vice President,Alternate Member,New York Reserve Bank
20020319,20020319,Susan,S.,Bies,Governor,Member,Office of Board Members
20020319,20020319,Roger,W.,"Ferguson, Jr.",Governor,Member,Office of Board Members
20020319,20020319,Edward,M. (Ned),Gramlich,Governor,Member,Office of Board Members
20020319,20020319,Alan,$$,Greenspan,Chairman,Member,Office of Board Members
20020319,20020319,Jerry,L.,Jordan,President,Member,Cleveland Reserve Bank
20020319,20020319,William,J.,McDonough,Vice Chairman,Member,New York Reserve Bank
20020319,20020319,Robert,D.,"McTeer, Jr.",President,Member,Dallas Reserve Bank
20020319,20020319,Mark,W.,Olson,Governor,Member,Office of Board Members
20020319,20020319,Anthony,M.,Santomero,President,Member,Philadelphia Reserve Bank
20020319,20020319,Gary,H.,Stern,President,Member,Minneapolis Reserve Bank
